"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_OMA_T"
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01B","Encombrants","01A","Valorisation matière",214
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01B","Encombrants","01D","Stockage",470.591
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",13
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01D","Emballages et papier","01A","Valorisation matière",20183.64
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01D","Emballages et papier","01Z","Non précisé",54.64842
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01E","Biodéchets","01E","Valorisation organique",352
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01F","Verre","01A","Valorisation matière",11100
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01F","Verre","01Z","Non précisé",60.8202
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",767.41
2015,75,"Nouvelle-Aquitaine","87","Haute-Vienne","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",4.36
2015,76,"Occitanie","09","Ariège","01A","Ordures ménagères résiduelles","01D","Stockage",42994.71168
2015,76,"Occitanie","09","Ariège","01A","Ordures ménagères résiduelles","01Z","Non précisé",2548.07501
2015,76,"Occitanie","09","Ariège","01B","Encombrants","01D","Stockage",1911.14761
2015,76,"Occitanie","09","Ariège","01D","Emballages et papier","01A","Valorisation matière",6972.05913
2015,76,"Occitanie","09","Ariège","01D","Emballages et papier","01Z","Non précisé",242.54765
2015,76,"Occitanie","09","Ariège","01E","Biodéchets","01E","Valorisation organique",6719.45
2015,76,"Occitanie","09","Ariège","01F","Verre","01A","Valorisation matière",4483.97733
2015,76,"Occitanie","09","Ariège","01F","Verre","01Z","Non précisé",336.51859
2015,76,"Occitanie","09","Ariège","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",101.00892
2015,76,"Occitanie","11","Aude","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",12680.53055
2015,76,"Occitanie","11","Aude","01A","Ordures ménagères résiduelles","01D","Stockage",110434.6558
2015,76,"Occitanie","11","Aude","01A","Ordures ménagères résiduelles","01Z","Non précisé",1426.56841
2015,76,"Occitanie","11","Aude","01B","Encombrants","01A","Valorisation matière",0.001
2015,76,"Occitanie","11","Aude","01B","Encombrants","01D","Stockage",147.4595
2015,76,"Occitanie","11","Aude","01B","Encombrants","01Z","Non précisé",398.76
2015,76,"Occitanie","11","Aude","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.002
2015,76,"Occitanie","11","Aude","01D","Emballages et papier","01A","Valorisation matière",15957.3483
2015,76,"Occitanie","11","Aude","01D","Emballages et papier","01Z","Non précisé",549.0332
2015,76,"Occitanie","11","Aude","01E","Biodéchets","01E","Valorisation organique",5136.3759
2015,76,"Occitanie","11","Aude","01F","Verre","01A","Valorisation matière",9247.23974
2015,76,"Occitanie","11","Aude","01F","Verre","01Z","Non précisé",721.66121
2015,76,"Occitanie","11","Aude","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",630.64639
2015,76,"Occitanie","12","Aveyron","01A","Ordures ménagères résiduelles","01D","Stockage",60733.90556
2015,76,"Occitanie","12","Aveyron","01A","Ordures ménagères résiduelles","01Z","Non précisé",2295.56598
2015,76,"Occitanie","12","Aveyron","01B","Encombrants","01A","Valorisation matière",78.4
2015,76,"Occitanie","12","Aveyron","01D","Emballages et papier","01A","Valorisation matière",15695.27658
2015,76,"Occitanie","12","Aveyron","01D","Emballages et papier","01Z","Non précisé",430.39967
2015,76,"Occitanie","12","Aveyron","01E","Biodéchets","01E","Valorisation organique",352
2015,76,"Occitanie","12","Aveyron","01F","Verre","01A","Valorisation matière",7921.27605
2015,76,"Occitanie","12","Aveyron","01F","Verre","01Z","Non précisé",356.29262
2015,76,"Occitanie","12","Aveyron","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",648.30064
2015,76,"Occitanie","30","Gard","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",117536.0973
2015,76,"Occitanie","30","Gard","01A","Ordures ménagères résiduelles","01D","Stockage",28620.03294
2015,76,"Occitanie","30","Gard","01A","Ordures ménagères résiduelles","01E","Valorisation organique",65275.81087
2015,76,"Occitanie","30","Gard","01A","Ordures ménagères résiduelles","01Z","Non précisé",3240.99141
2015,76,"Occitanie","30","Gard","01B","Encombrants","01A","Valorisation matière",270.55097
2015,76,"Occitanie","30","Gard","01B","Encombrants","01B","Incinération avec récupération d'énergie",1407.003
2015,76,"Occitanie","30","Gard","01B","Encombrants","01D","Stockage",892.0353
2015,76,"Occitanie","30","Gard","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",0.001
2015,76,"Occitanie","30","Gard","01D","Emballages et papier","01A","Valorisation matière",33141.43298
2015,76,"Occitanie","30","Gard","01D","Emballages et papier","01Z","Non précisé",209.08018
2015,76,"Occitanie","30","Gard","01E","Biodéchets","01E","Valorisation organique",2701.002
2015,76,"Occitanie","30","Gard","01F","Verre","01A","Valorisation matière",19652.02019
2015,76,"Occitanie","30","Gard","01F","Verre","01Z","Non précisé",333.77975
2015,76,"Occitanie","30","Gard","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",468.66551
2015,76,"Occitanie","31","Haute-Garonne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",302708.23
2015,76,"Occitanie","31","Haute-Garonne","01A","Ordures ménagères résiduelles","01D","Stockage",41978.21082
2015,76,"Occitanie","31","Haute-Garonne","01A","Ordures ménagères résiduelles","01Z","Non précisé",2819.01134
2015,76,"Occitanie","31","Haute-Garonne","01B","Encombrants","01A","Valorisation matière",827
2015,76,"Occitanie","31","Haute-Garonne","01B","Encombrants","01B","Incinération avec récupération d'énergie",9990.69
2015,76,"Occitanie","31","Haute-Garonne","01B","Encombrants","01D","Stockage",47.23893
2015,76,"Occitanie","31","Haute-Garonne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",13
2015,76,"Occitanie","31","Haute-Garonne","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",1.525
2015,76,"Occitanie","31","Haute-Garonne","01D","Emballages et papier","01A","Valorisation matière",58685.4782
2015,76,"Occitanie","31","Haute-Garonne","01D","Emballages et papier","01Z","Non précisé",410.26444
2015,76,"Occitanie","31","Haute-Garonne","01E","Biodéchets","01E","Valorisation organique",35107.69
2015,76,"Occitanie","31","Haute-Garonne","01F","Verre","01A","Valorisation matière",34685.31639
2015,76,"Occitanie","31","Haute-Garonne","01F","Verre","01Z","Non précisé",478.58113
2015,76,"Occitanie","31","Haute-Garonne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",2931.20858
2015,76,"Occitanie","31","Haute-Garonne","01ZHG","Collectes séparées hors gravats","01B","Incinération avec récupération d'énergie",906
2015,76,"Occitanie","32","Gers","01A","Ordures ménagères résiduelles","01D","Stockage",46411.17615
2015,76,"Occitanie","32","Gers","01D","Emballages et papier","01A","Valorisation matière",9844.5108
2015,76,"Occitanie","32","Gers","01F","Verre","01A","Valorisation matière",6389.28928
2015,76,"Occitanie","32","Gers","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",183.93855
2015,76,"Occitanie","34","Hérault","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",94727.66
2015,76,"Occitanie","34","Hérault","01A","Ordures ménagères résiduelles","01D","Stockage",111263.6151
2015,76,"Occitanie","34","Hérault","01A","Ordures ménagères résiduelles","01E","Valorisation organique",140534
2015,76,"Occitanie","34","Hérault","01A","Ordures ménagères résiduelles","01Z","Non précisé",968.30478
2015,76,"Occitanie","34","Hérault","01B","Encombrants","01B","Incinération avec récupération d'énergie",270
2015,76,"Occitanie","34","Hérault","01D","Emballages et papier","01A","Valorisation matière",51688.31663
2015,76,"Occitanie","34","Hérault","01D","Emballages et papier","01Z","Non précisé",55.45792
2015,76,"Occitanie","34","Hérault","01E","Biodéchets","01E","Valorisation organique",9803
2015,76,"Occitanie","34","Hérault","01F","Verre","01A","Valorisation matière",32148.35174
2015,76,"Occitanie","34","Hérault","01F","Verre","01Z","Non précisé",68.78166
2015,76,"Occitanie","34","Hérault","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1685.49
2015,76,"Occitanie","46","Lot","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",9740.82
2015,76,"Occitanie","46","Lot","01A","Ordures ménagères résiduelles","01D","Stockage",30553.52444
2015,76,"Occitanie","46","Lot","01D","Emballages et papier","01A","Valorisation matière",15284.56791
2015,76,"Occitanie","46","Lot","01E","Biodéchets","01E","Valorisation organique",1146
2015,76,"Occitanie","46","Lot","01F","Verre","01A","Valorisation matière",6959.26831
2015,76,"Occitanie","46","Lot","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",49.88236
2015,76,"Occitanie","48","Lozère","01A","Ordures ménagères résiduelles","01A","Valorisation matière",3264.55
2015,76,"Occitanie","48","Lozère","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",47.91275
2015,76,"Occitanie","48","Lozère","01A","Ordures ménagères résiduelles","01D","Stockage",11785.52
2015,76,"Occitanie","48","Lozère","01A","Ordures ménagères résiduelles","01E","Valorisation organique",71.86913
2015,76,"Occitanie","48","Lozère","01A","Ordures ménagères résiduelles","01Z","Non précisé",5616.52276
2015,76,"Occitanie","48","Lozère","01B","Encombrants","01D","Stockage",3.9647
2015,76,"Occitanie","48","Lozère","01D","Emballages et papier","01A","Valorisation matière",4141.9865
2015,76,"Occitanie","48","Lozère","01F","Verre","01A","Valorisation matière",2447.01163
2015,76,"Occitanie","48","Lozère","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",0.46846
2015,76,"Occitanie","48","Lozère","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",191.99999
2015,76,"Occitanie","65","Hautes-Pyrénées","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",37.98865
2015,76,"Occitanie","65","Hautes-Pyrénées","01A","Ordures ménagères résiduelles","01D","Stockage",63577.31372
2015,76,"Occitanie","65","Hautes-Pyrénées","01A","Ordures ménagères résiduelles","01Z","Non précisé",1502.28423
2015,76,"Occitanie","65","Hautes-Pyrénées","01B","Encombrants","01D","Stockage",130.37346
2015,76,"Occitanie","65","Hautes-Pyrénées","01D","Emballages et papier","01A","Valorisation matière",11626.63853
2015,76,"Occitanie","65","Hautes-Pyrénées","01D","Emballages et papier","01Z","Non précisé",359.99494
2015,76,"Occitanie","65","Hautes-Pyrénées","01E","Biodéchets","01E","Valorisation organique",49.18
2015,76,"Occitanie","65","Hautes-Pyrénées","01F","Verre","01A","Valorisation matière",7193.37066
2015,76,"Occitanie","65","Hautes-Pyrénées","01F","Verre","01Z","Non précisé",249.11638
2015,76,"Occitanie","65","Hautes-Pyrénées","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",308.97027
2015,76,"Occitanie","66","Pyrénées-Orientales","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",156311.0505
2015,76,"Occitanie","66","Pyrénées-Orientales","01A","Ordures ménagères résiduelles","01Z","Non précisé",541.51074
2015,76,"Occitanie","66","Pyrénées-Orientales","01B","Encombrants","01B","Incinération avec récupération d'énergie",95.123
2015,76,"Occitanie","66","Pyrénées-Orientales","01B","Encombrants","01D","Stockage",1142.6445
2015,76,"Occitanie","66","Pyrénées-Orientales","01D","Emballages et papier","01A","Valorisation matière",27541.44192
2015,76,"Occitanie","66","Pyrénées-Orientales","01E","Biodéchets","01E","Valorisation organique",2135.8571
2015,76,"Occitanie","66","Pyrénées-Orientales","01F","Verre","01A","Valorisation matière",14334.20766
2015,76,"Occitanie","66","Pyrénées-Orientales","01F","Verre","01Z","Non précisé",823.03732
2015,76,"Occitanie","66","Pyrénées-Orientales","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1037.58107
2015,76,"Occitanie","81","Tarn","01A","Ordures ménagères résiduelles","01D","Stockage",90362.34712
2015,76,"Occitanie","81","Tarn","01A","Ordures ménagères résiduelles","01Z","Non précisé",4306.44719
2015,76,"Occitanie","81","Tarn","01B","Encombrants","01D","Stockage",278.43
2015,76,"Occitanie","81","Tarn","01D","Emballages et papier","01A","Valorisation matière",21231.90614
2015,76,"Occitanie","81","Tarn","01D","Emballages et papier","01Z","Non précisé",1213.37531
2015,76,"Occitanie","81","Tarn","01E","Biodéchets","01E","Valorisation organique",329.49
2015,76,"Occitanie","81","Tarn","01F","Verre","01A","Valorisation matière",11582.89326
2015,76,"Occitanie","81","Tarn","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",964.74913
2015,76,"Occitanie","82","Tarn-et-Garonne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",26430
2015,76,"Occitanie","82","Tarn-et-Garonne","01A","Ordures ménagères résiduelles","01D","Stockage",36401.01055
2015,76,"Occitanie","82","Tarn-et-Garonne","01D","Emballages et papier","01A","Valorisation matière",15547.66713
2015,76,"Occitanie","82","Tarn-et-Garonne","01E","Biodéchets","01E","Valorisation organique",626
2015,76,"Occitanie","82","Tarn-et-Garonne","01F","Verre","01A","Valorisation matière",7187.38095
2015,76,"Occitanie","82","Tarn-et-Garonne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",727.75121
2015,93,"PACA","04","Alpes-de-Haute-Provence","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",395.27966
2015,93,"PACA","04","Alpes-de-Haute-Provence","01A","Ordures ménagères résiduelles","01D","Stockage",59056.92164
2015,93,"PACA","04","Alpes-de-Haute-Provence","01D","Emballages et papier","01A","Valorisation matière",5607.53314
2015,93,"PACA","04","Alpes-de-Haute-Provence","01E","Biodéchets","01E","Valorisation organique",122.3
2015,93,"PACA","04","Alpes-de-Haute-Provence","01F","Verre","01A","Valorisation matière",4326.38345
2015,93,"PACA","04","Alpes-de-Haute-Provence","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",207.18818
2015,93,"PACA","05","Hautes-Alpes","01A","Ordures ménagères résiduelles","01D","Stockage",46231.98125
2015,93,"PACA","05","Hautes-Alpes","01A","Ordures ménagères résiduelles","01Z","Non précisé",97.97558
2015,93,"PACA","05","Hautes-Alpes","01B","Encombrants","01A","Valorisation matière",4.7
2015,93,"PACA","05","Hautes-Alpes","01B","Encombrants","01D","Stockage",19.78
2015,93,"PACA","05","Hautes-Alpes","01D","Emballages et papier","01A","Valorisation matière",7270.32082
2015,93,"PACA","05","Hautes-Alpes","01D","Emballages et papier","01Z","Non précisé",6.89751
2015,93,"PACA","05","Hautes-Alpes","01F","Verre","01A","Valorisation matière",5794.56102
2015,93,"PACA","05","Hautes-Alpes","01F","Verre","01Z","Non précisé",12.27993
2015,93,"PACA","05","Hautes-Alpes","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",384.8
2015,93,"PACA","06","Alpes-Maritimes","01A","Ordures ménagères résiduelles","01A","Valorisation matière",20746.9
2015,93,"PACA","06","Alpes-Maritimes","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",396940.62
2015,93,"PACA","06","Alpes-Maritimes","01A","Ordures ménagères résiduelles","01D","Stockage",34320.52
2015,93,"PACA","06","Alpes-Maritimes","01B","Encombrants","01A","Valorisation matière",16177
2015,93,"PACA","06","Alpes-Maritimes","01B","Encombrants","01B","Incinération avec récupération d'énergie",1066
2015,93,"PACA","06","Alpes-Maritimes","01B","Encombrants","01D","Stockage",9755.5
2015,93,"PACA","06","Alpes-Maritimes","01D","Emballages et papier","01A","Valorisation matière",43358.96
2015,93,"PACA","06","Alpes-Maritimes","01E","Biodéchets","01E","Valorisation organique",5905
2015,93,"PACA","06","Alpes-Maritimes","01F","Verre","01A","Valorisation matière",24674.22
2015,93,"PACA","06","Alpes-Maritimes","01ZG","Collectes séparées de gravats","01A","Valorisation matière",45
2015,93,"PACA","06","Alpes-Maritimes","01ZG","Collectes séparées de gravats","01D","Stockage",573
2015,93,"PACA","06","Alpes-Maritimes","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",4749.103
2015,93,"PACA","06","Alpes-Maritimes","01ZHG","Collectes séparées hors gravats","01B","Incinération avec récupération d'énergie",10419
2015,93,"PACA","06","Alpes-Maritimes","01ZHG","Collectes séparées hors gravats","01D","Stockage",1543
2015,93,"PACA","13","Bouches-du-Rhône","01A","Ordures ménagères résiduelles","01A","Valorisation matière",194.887
2015,93,"PACA","13","Bouches-du-Rhône","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",393161.029
2015,93,"PACA","13","Bouches-du-Rhône","01A","Ordures ménagères résiduelles","01D","Stockage",364759.1193
2015,93,"PACA","13","Bouches-du-Rhône","01A","Ordures ménagères résiduelles","01E","Valorisation organique",2389.568
2015,93,"PACA","13","Bouches-du-Rhône","01B","Encombrants","01A","Valorisation matière",16627.60879
2015,93,"PACA","13","Bouches-du-Rhône","01B","Encombrants","01D","Stockage",7612.79343
2015,93,"PACA","13","Bouches-du-Rhône","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",37
2015,93,"PACA","13","Bouches-du-Rhône","01D","Emballages et papier","01A","Valorisation matière",50952.69274
2015,93,"PACA","13","Bouches-du-Rhône","01E","Biodéchets","01E","Valorisation organique",756.65058
2015,93,"PACA","13","Bouches-du-Rhône","01F","Verre","01A","Valorisation matière",29080.85481
2015,93,"PACA","13","Bouches-du-Rhône","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",969.93844
2015,93,"PACA","83","Var","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",228923
2015,93,"PACA","83","Var","01A","Ordures ménagères résiduelles","01D","Stockage",225112.1132
2015,93,"PACA","83","Var","01B","Encombrants","01A","Valorisation matière",11792.79121
2015,93,"PACA","83","Var","01B","Encombrants","01B","Incinération avec récupération d'énergie",658
2015,93,"PACA","83","Var","01B","Encombrants","01D","Stockage",5300.87524
2015,93,"PACA","83","Var","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",80
2015,93,"PACA","83","Var","01D","Emballages et papier","01A","Valorisation matière",41959.28543
2015,93,"PACA","83","Var","01D","Emballages et papier","01Z","Non précisé",389.45202
2015,93,"PACA","83","Var","01E","Biodéchets","01E","Valorisation organique",1628.34942
2015,93,"PACA","83","Var","01F","Verre","01A","Valorisation matière",27424.24185
2015,93,"PACA","83","Var","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",793.87482
2015,93,"PACA","84","Vaucluse","01A","Ordures ménagères résiduelles","01A","Valorisation matière",1400.5
2015,93,"PACA","84","Vaucluse","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",122665.458
2015,93,"PACA","84","Vaucluse","01A","Ordures ménagères résiduelles","01D","Stockage",66109.4378
2015,93,"PACA","84","Vaucluse","01A","Ordures ménagères résiduelles","01Z","Non précisé",106.48042
2015,93,"PACA","84","Vaucluse","01B","Encombrants","01A","Valorisation matière",282.15
2015,93,"PACA","84","Vaucluse","01B","Encombrants","01D","Stockage",89.76154
2015,93,"PACA","84","Vaucluse","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",214
2015,93,"PACA","84","Vaucluse","01C","Déchets dangereux (y.c. DEEE)","01D","Stockage",6.56533
2015,93,"PACA","84","Vaucluse","01D","Emballages et papier","01A","Valorisation matière",22422.72707
2015,93,"PACA","84","Vaucluse","01D","Emballages et papier","01Z","Non précisé",7.50812
2015,93,"PACA","84","Vaucluse","01E","Biodéchets","01E","Valorisation organique",204.84
2015,93,"PACA","84","Vaucluse","01F","Verre","01A","Valorisation matière",14785.85218
2015,93,"PACA","84","Vaucluse","01F","Verre","01Z","Non précisé",362.49992
2015,93,"PACA","84","Vaucluse","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1276.23584
2015,52,"Pays de la Loire","44","Loire-Atlantique","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",222298.5661
2015,52,"Pays de la Loire","44","Loire-Atlantique","01A","Ordures ménagères résiduelles","01D","Stockage",35233
2015,52,"Pays de la Loire","44","Loire-Atlantique","01A","Ordures ménagères résiduelles","01E","Valorisation organique",19473
2015,52,"Pays de la Loire","44","Loire-Atlantique","01B","Encombrants","01A","Valorisation matière",6548
2015,52,"Pays de la Loire","44","Loire-Atlantique","01B","Encombrants","01B","Incinération avec récupération d'énergie",1222
2015,52,"Pays de la Loire","44","Loire-Atlantique","01B","Encombrants","01D","Stockage",124.54751
2015,52,"Pays de la Loire","44","Loire-Atlantique","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",153.3
2015,52,"Pays de la Loire","44","Loire-Atlantique","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.51028
2015,52,"Pays de la Loire","44","Loire-Atlantique","01C","Déchets dangereux (y.c. DEEE)","01C","Incinération sans récupération d'énergie",0.001
2015,52,"Pays de la Loire","44","Loire-Atlantique","01D","Emballages et papier","01A","Valorisation matière",66552.9545
2015,52,"Pays de la Loire","44","Loire-Atlantique","01D","Emballages et papier","01B","Incinération avec récupération d'énergie",153
2015,52,"Pays de la Loire","44","Loire-Atlantique","01E","Biodéchets","01E","Valorisation organique",1360.42
2015,52,"Pays de la Loire","44","Loire-Atlantique","01F","Verre","01A","Valorisation matière",52645.39276
2015,52,"Pays de la Loire","44","Loire-Atlantique","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",2551.44139
2015,52,"Pays de la Loire","49","Maine-et-Loire","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",50667.29503
2015,52,"Pays de la Loire","49","Maine-et-Loire","01A","Ordures ménagères résiduelles","01D","Stockage",10016.35
2015,52,"Pays de la Loire","49","Maine-et-Loire","01A","Ordures ménagères résiduelles","01E","Valorisation organique",63129.94
2015,52,"Pays de la Loire","49","Maine-et-Loire","01A","Ordures ménagères résiduelles","01Z","Non précisé",6479.73445
2015,52,"Pays de la Loire","49","Maine-et-Loire","01B","Encombrants","01B","Incinération avec récupération d'énergie",0.00043
2015,52,"Pays de la Loire","49","Maine-et-Loire","01D","Emballages et papier","01A","Valorisation matière",39731.65314
2015,52,"Pays de la Loire","49","Maine-et-Loire","01D","Emballages et papier","01Z","Non précisé",3489.45304
2015,52,"Pays de la Loire","49","Maine-et-Loire","01E","Biodéchets","01A","Valorisation matière",600.6
2015,52,"Pays de la Loire","49","Maine-et-Loire","01E","Biodéchets","01E","Valorisation organique",152
2015,52,"Pays de la Loire","49","Maine-et-Loire","01F","Verre","01A","Valorisation matière",28880.46801
2015,52,"Pays de la Loire","49","Maine-et-Loire","01F","Verre","01Z","Non précisé",1621.07161
2015,52,"Pays de la Loire","49","Maine-et-Loire","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",2274.49
2015,52,"Pays de la Loire","49","Maine-et-Loire","01ZHG","Collectes séparées hors gravats","01Z","Non précisé",90.156
2015,52,"Pays de la Loire","53","Mayenne","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",52468.78
2015,52,"Pays de la Loire","53","Mayenne","01A","Ordures ménagères résiduelles","01D","Stockage",3665.99349
2015,52,"Pays de la Loire","53","Mayenne","01B","Encombrants","01A","Valorisation matière",0.001
2015,52,"Pays de la Loire","53","Mayenne","01B","Encombrants","01D","Stockage",137.741
2015,52,"Pays de la Loire","53","Mayenne","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",257
2015,52,"Pays de la Loire","53","Mayenne","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.3
2015,52,"Pays de la Loire","53","Mayenne","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",0.001
2015,52,"Pays de la Loire","53","Mayenne","01D","Emballages et papier","01A","Valorisation matière",13606.0692
2015,52,"Pays de la Loire","53","Mayenne","01D","Emballages et papier","01Z","Non précisé",1667.79
2015,52,"Pays de la Loire","53","Mayenne","01E","Biodéchets","01E","Valorisation organique",3760.92
2015,52,"Pays de la Loire","53","Mayenne","01F","Verre","01A","Valorisation matière",10607.29002
2015,52,"Pays de la Loire","53","Mayenne","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",950.85104
2015,52,"Pays de la Loire","72","Sarthe","01A","Ordures ménagères résiduelles","01A","Valorisation matière",11495.41875
2015,52,"Pays de la Loire","72","Sarthe","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",75363.48234
2015,52,"Pays de la Loire","72","Sarthe","01A","Ordures ménagères résiduelles","01D","Stockage",13264.62728
2015,52,"Pays de la Loire","72","Sarthe","01A","Ordures ménagères résiduelles","01Z","Non précisé",4713.35312
2015,52,"Pays de la Loire","72","Sarthe","01B","Encombrants","01B","Incinération avec récupération d'énergie",784
2015,52,"Pays de la Loire","72","Sarthe","01B","Encombrants","01D","Stockage",199.45
2015,52,"Pays de la Loire","72","Sarthe","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",1.962
2015,52,"Pays de la Loire","72","Sarthe","01D","Emballages et papier","01A","Valorisation matière",28063.21602
2015,52,"Pays de la Loire","72","Sarthe","01D","Emballages et papier","01Z","Non précisé",1335.47165
2015,52,"Pays de la Loire","72","Sarthe","01E","Biodéchets","01E","Valorisation organique",5966.68
2015,52,"Pays de la Loire","72","Sarthe","01F","Verre","01A","Valorisation matière",17771.9721
2015,52,"Pays de la Loire","72","Sarthe","01F","Verre","01Z","Non précisé",1710.15574
2015,52,"Pays de la Loire","72","Sarthe","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",877.09096
2015,52,"Pays de la Loire","85","Vendée","01A","Ordures ménagères résiduelles","01D","Stockage",22005.7
2015,52,"Pays de la Loire","85","Vendée","01A","Ordures ménagères résiduelles","01E","Valorisation organique",106544.94
2015,52,"Pays de la Loire","85","Vendée","01B","Encombrants","01A","Valorisation matière",83
2015,52,"Pays de la Loire","85","Vendée","01B","Encombrants","01D","Stockage",51.82
2015,52,"Pays de la Loire","85","Vendée","01D","Emballages et papier","01A","Valorisation matière",38917.42
2015,52,"Pays de la Loire","85","Vendée","01E","Biodéchets","01A","Valorisation matière",4930
2015,52,"Pays de la Loire","85","Vendée","01E","Biodéchets","01E","Valorisation organique",713.18
2015,52,"Pays de la Loire","85","Vendée","01E","Biodéchets","01Z","Non précisé",314
2015,52,"Pays de la Loire","85","Vendée","01F","Verre","01A","Valorisation matière",30908.56
2015,52,"Pays de la Loire","85","Vendée","01F","Verre","01Z","Non précisé",60.63
2015,52,"Pays de la Loire","85","Vendée","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1787.623
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01A","Ordures ménagères résiduelles","01A","Valorisation matière",594.98
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",60150.88444
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01A","Ordures ménagères résiduelles","01D","Stockage",33545.85154
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01A","Ordures ménagères résiduelles","01E","Valorisation organique",26470.82
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",1.06
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01D","Emballages et papier","01A","Valorisation matière",24540.50703
