"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_OMA_T"
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01D","Emballages et papier","01Z","Non précisé",4073.09
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01F","Verre","01A","Valorisation matière",21445.20098
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01F","Verre","01Z","Non précisé",318.42
2017,84,"Auvergne-Rhône-Alpes","01","Ain","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1210.109
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",26208.89
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01A","Ordures ménagères résiduelles","01D","Stockage",61387.3717
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01B","Encombrants","01A","Valorisation matière",209.88
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01B","Encombrants","01D","Stockage",1.55199
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",27.37954
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01D","Emballages et papier","01A","Valorisation matière",18562.77019
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01E","Biodéchets","01E","Valorisation organique",1621.58
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01F","Verre","01A","Valorisation matière",10443.72846
2017,84,"Auvergne-Rhône-Alpes","03","Allier","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",722.57991
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01A","Ordures ménagères résiduelles","01D","Stockage",42999.86935
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01A","Ordures ménagères résiduelles","01E","Valorisation organique",35662.42886
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01A","Ordures ménagères résiduelles","01Z","Non précisé",31.62994
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.00584
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01C","Déchets dangereux (y.c. DEEE)","01D","Stockage",7.3185
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",0.058
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01D","Emballages et papier","01A","Valorisation matière",13761.43694
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01D","Emballages et papier","01Z","Non précisé",3.72768
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01F","Verre","01A","Valorisation matière",12057.91195
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01F","Verre","01Z","Non précisé",6.42822
2017,84,"Auvergne-Rhône-Alpes","07","Ardèche","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",266.64834
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",6308.07553
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01A","Ordures ménagères résiduelles","01D","Stockage",29436.28661
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01B","Encombrants","01D","Stockage",69.93
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01D","Emballages et papier","01A","Valorisation matière",7204.84881
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01D","Emballages et papier","01D","Stockage",630.9
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01E","Biodéchets","01E","Valorisation organique",1314.97132
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01F","Verre","01A","Valorisation matière",4589.99216
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",228.24232
2017,84,"Auvergne-Rhône-Alpes","15","Cantal","01ZHG","Collectes séparées hors gravats","01D","Stockage",14.6
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",43.35502
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01A","Ordures ménagères résiduelles","01D","Stockage",49531.59048
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01A","Ordures ménagères résiduelles","01E","Valorisation organique",76599.15706
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01B","Encombrants","01D","Stockage",2.43995
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01C","Déchets dangereux (y.c. DEEE)","01D","Stockage",30.61511
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01D","Emballages et papier","01A","Valorisation matière",20291.1535
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01E","Biodéchets","01E","Valorisation organique",34
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01F","Verre","01A","Valorisation matière",15891.01679
2017,84,"Auvergne-Rhône-Alpes","26","Drôme","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",34.12
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01A","Ordures ménagères résiduelles","01A","Valorisation matière",14591.12
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",220844.1921
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01A","Ordures ménagères résiduelles","01C","Incinération sans récupération d'énergie",3612.68
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01A","Ordures ménagères résiduelles","01D","Stockage",31826.54405
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",2.50251
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",4.81637
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01D","Emballages et papier","01A","Valorisation matière",60284.88449
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01E","Biodéchets","01E","Valorisation organique",1802.69205
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01F","Verre","01A","Valorisation matière",34212.3825
2017,84,"Auvergne-Rhône-Alpes","38","Isère","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",566.47138
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",1858.86
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01A","Ordures ménagères résiduelles","01D","Stockage",169412.4157
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01B","Encombrants","01D","Stockage",246.8
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01B","Encombrants","01Z","Non précisé",0.18
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01D","Emballages et papier","01A","Valorisation matière",35045.15314
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01E","Biodéchets","01B","Incinération avec récupération d'énergie",180.2
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01E","Biodéchets","01E","Valorisation organique",5569.69
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01F","Verre","01A","Valorisation matière",19006.87864
2017,84,"Auvergne-Rhône-Alpes","42","Loire","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1857.798
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",8507.16431
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","01A","Ordures ménagères résiduelles","01D","Stockage",15782.72414
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","01A","Ordures ménagères résiduelles","01E","Valorisation organique",24173.51408
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","01B","Encombrants","01A","Valorisation matière",118.92493
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.03416
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","01D","Emballages et papier","01A","Valorisation matière",11896.2038
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","01F","Verre","01A","Valorisation matière",7001.53426
2017,84,"Auvergne-Rhône-Alpes","43","Haute-Loire","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",994.38599
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",91210.27996
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01A","Ordures ménagères résiduelles","01D","Stockage",45471.28682
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01B","Encombrants","01A","Valorisation matière",172.35507
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01B","Encombrants","01D","Stockage",83
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01B","Encombrants","01Z","Non précisé",4.42
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",81.11
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",8.232
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01D","Emballages et papier","01A","Valorisation matière",39543.84066
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01E","Biodéchets","01E","Valorisation organique",12074.03
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01F","Verre","01A","Valorisation matière",19593.60914
2017,84,"Auvergne-Rhône-Alpes","63","Puy-de-Dôme","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1187.28215
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",388949.6996
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01A","Ordures ménagères résiduelles","01D","Stockage",15303.35595
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01A","Ordures ménagères résiduelles","01E","Valorisation organique",27
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01B","Encombrants","01A","Valorisation matière",170.9
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",0.02849
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01C","Déchets dangereux (y.c. DEEE)","01Z","Non précisé",0.13163
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01D","Emballages et papier","01A","Valorisation matière",83215.89072
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01E","Biodéchets","01E","Valorisation organique",929.24
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01F","Verre","01A","Valorisation matière",44622.75307
2017,84,"Auvergne-Rhône-Alpes","69","Rhône","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",47.10085
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",124003.3784
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","01A","Ordures ménagères résiduelles","01D","Stockage",3973.81
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",44.206
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.406
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","01D","Emballages et papier","01A","Valorisation matière",25467.68579
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","01E","Biodéchets","01E","Valorisation organique",978.40495
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","01F","Verre","01A","Valorisation matière",20911.22035
2017,84,"Auvergne-Rhône-Alpes","73","Savoie","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1387.72277
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",225440.3898
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01B","Encombrants","01A","Valorisation matière",48.62
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01B","Encombrants","01B","Incinération avec récupération d'énergie",59
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",0.4
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",0.237
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01D","Emballages et papier","01A","Valorisation matière",33273.2812
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01E","Biodéchets","01E","Valorisation organique",335.73
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01F","Verre","01A","Valorisation matière",35467.96146
2017,84,"Auvergne-Rhône-Alpes","74","Haute-Savoie","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1695.936
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",87167.23
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01A","Ordures ménagères résiduelles","01D","Stockage",29009.86122
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01B","Encombrants","01B","Incinération avec récupération d'énergie",3793.05
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",365
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01C","Déchets dangereux (y.c. DEEE)","01B","Incinération avec récupération d'énergie",238.315
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01D","Emballages et papier","01A","Valorisation matière",30307.51391
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01D","Emballages et papier","01B","Incinération avec récupération d'énergie",116.27
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01E","Biodéchets","01E","Valorisation organique",5421.94515
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01F","Verre","01A","Valorisation matière",20638.61484
2017,27,"Bourgogne-Franche-Comté","21","Cote-d'Or","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1879.534
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",92602.44923
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01A","Ordures ménagères résiduelles","01Z","Non précisé",1602.68357
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01B","Encombrants","01A","Valorisation matière",171
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01B","Encombrants","01B","Incinération avec récupération d'énergie",963
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01C","Déchets dangereux (y.c. DEEE)","01A","Valorisation matière",4
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01C","Déchets dangereux (y.c. DEEE)","01D","Stockage",1.73
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01D","Emballages et papier","01A","Valorisation matière",29138.85976
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01E","Biodéchets","01E","Valorisation organique",156
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01E","Biodéchets","01Z","Non précisé",39.2
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01F","Verre","01A","Valorisation matière",20333.54538
2017,27,"Bourgogne-Franche-Comté","25","Doubs","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",1608.18469
2017,27,"Bourgogne-Franche-Comté","39","Jura","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",49895.47489
2017,27,"Bourgogne-Franche-Comté","39","Jura","01D","Emballages et papier","01A","Valorisation matière",16386.40856
2017,27,"Bourgogne-Franche-Comté","39","Jura","01E","Biodéchets","01E","Valorisation organique",6058
2017,27,"Bourgogne-Franche-Comté","39","Jura","01F","Verre","01A","Valorisation matière",11661.37384
2017,27,"Bourgogne-Franche-Comté","39","Jura","01ZHG","Collectes séparées hors gravats","01A","Valorisation matière",439.54031
2017,27,"Bourgogne-Franche-Comté","58","Nièvre","01A","Ordures ménagères résiduelles","01B","Incinération avec récupération d'énergie",36208.15291
